"Organization","Station.ID","Sample.Date","Sample.Depth","Sodium","Chloride","Sulfate","Y","Z"
"LTER","LTER_MO",2007-02-26,0,28.5,50.53,19.94,2007.15410958904,0.0334117181883493
"LTER","LTER_MO",2007-02-26,8,30,53.04,19.96,2007.15410958904,0.161138547381267
"LTER","LTER_MO",2007-02-26,20,NA,84.89,20.4,2007.15410958904,1.7818953241918
"LTER","LTER_MO",2007-04-17,0,30.7,54.82,20.13,2007.29098173516,0.251717733024054
"LTER","LTER_MO",2007-04-17,0,30.5,54.91,20.04,2007.29098173516,0.256297579489138
"LTER","LTER_MO",2007-04-17,8,30.9,54.36,19.8,2007.29098173516,0.228309628869176
"LTER","LTER_MO",2007-04-17,20,30.6,55.24,20.08,2007.29098173516,0.273090349861116
"LTER","LTER_MO",2007-08-07,0,27.1,49.59,17.19,2007.59783105023,-0.0144222337803132
"LTER","LTER_MO",2007-08-07,4,27,55.15,19.23,2007.59783105023,0.268510503396031
"LTER","LTER_MO",2007-08-07,6,26.8,55.24,19.32,2007.59783105023,0.273090349861116
"LTER","LTER_MO",2007-08-07,8,27.1,55.9,19.54,2007.59783105023,0.30667589060507
"LTER","LTER_MO",2007-08-07,12,27.7,54.79,17.14,2007.59783105023,0.250191117535692
"LTER","LTER_MO",2007-08-07,16,27.7,54.73,16.61,2007.59783105023,0.247137886558969
"LTER","LTER_MO",2007-08-07,16,27.8,54.2,16.7,2007.59783105023,0.220167679597915
"LTER","LTER_MO",2007-08-07,20,28.1,54.19,16.46,2007.59783105023,0.219658807768461
"LTER","LTER_MO",2007-10-29,0,25.9,49.06,19.09,2007.8252283105,-0.0413924407413677
"LTER","LTER_MO",2007-10-29,4,26.2,48.09,18.9,2007.8252283105,-0.0907530081983917
"LTER","LTER_MO",2007-10-29,4,26,48.44,18.94,2007.8252283105,-0.072942494167507
"LTER","LTER_MO",2007-10-29,20,26.2,48.71,18.97,2007.8252283105,-0.0592029547722527
"LTER","LTER_MO",2008-03-03,0,25.4,52.45,20.24,2008.17008196721,0.13111510944349
"LTER","LTER_MO",2008-03-03,0,25.3,52.58,20.2,2008.17008196721,0.13773044322639
"LTER","LTER_MO",2008-03-03,8,27.2,56.56,20.67,2008.17008196721,0.340261431349025
"LTER","LTER_MO",2008-03-03,20,144,87.7,33.74,2008.17008196721,1.92488830826834
"LTER","LTER_MO",2008-04-17,0,36.1,67.12,20.43,2008.29291894353,0.877630083252298
"LTER","LTER_MO",2008-04-17,0,36.4,67.17,20.47,2008.29291894353,0.880174442399567
"LTER","LTER_MO",2008-04-17,8,36.2,67.27,20.5,2008.29291894353,0.885263160694106
"LTER","LTER_MO",2008-04-17,20,35.6,67.29,20.45,2008.29291894353,0.886280904353014
"LTER","LTER_MO",2008-08-05,0,25.6,50.57,15.94,2008.59346539162,0.0354472055061647
"LTER","LTER_MO",2008-08-05,4,24.5,26.3,7.9,2008.59346539162,-1.19958472457835
"LTER","LTER_MO",2008-08-05,6,24.4,5.42,7.23,2008.59346539162,-2.262109104478
"LTER","LTER_MO",2008-08-05,8,25.5,52.68,15.91,2008.59346539162,0.142819161520928
"LTER","LTER_MO",2008-08-05,12,29,1.78,9.86,2008.59346539162,-2.4473384503992
"LTER","LTER_MO",2008-08-05,12,29.4,56.62,15.95,2008.59346539162,0.343314662325748
"LTER","LTER_MO",2008-08-05,16,29.75,28.22,6.58,2008.59346539162,-1.10188133332321
"LTER","LTER_MO",2008-08-05,20,29.9,25.78,5.91,2008.59346539162,-1.22604605970995
"LTER","LTER_MO",2008-10-31,0,24,51.03,16.26,2008.83117030965,0.0588553096610421
"LTER","LTER_MO",2008-10-31,0,22.2,50.04,16.24,2008.83117030965,0.00847699854511018
"LTER","LTER_MO",2008-10-31,4,24.1,49.56,16.05,2008.83117030965,-0.0159488492686748
"LTER","LTER_MO",2008-10-31,20,22.8,50.73,16.28,2008.83117030965,0.0435891547774262
"LTER","LTER_MO",2009-02-05,0,24.5,52.61,18.19,2009.09657534247,0.139257058714751
"LTER","LTER_MO",2009-02-05,8,25.6,55,17.92,2009.09657534247,0.260877425954223
"LTER","LTER_MO",2009-02-05,20,98.8,152.27,27.44,2009.09657534247,5.21067371105189
"LTER","LTER_MO",2009-02-05,20,99.2,152.18,29.32,2009.09657534247,5.20609386458681
"LTER","LTER_MO",2009-04-17,0,33.3,62.9,17.4,2009.29098173516,0.66288617122277
"LTER","LTER_MO",2009-04-17,8,32.8,62.44,17.54,2009.29098173516,0.639478067067893
"LTER","LTER_MO",2009-04-17,20,NA,62.69,17.51,2009.29098173516,0.652199862804239
"LTER","LTER_MO",2009-04-17,20,33,62.23,17.37,2009.29098173516,0.628791758649362
"LTER","LTER_MO",2009-08-04,0,30.7,58.35,17.88,2009.58961187215,0.431349488821266
"LTER","LTER_MO",2009-08-04,4,29,58.73,17.93,2009.58961187215,0.450686618340512
"LTER","LTER_MO",2009-08-04,4,29.3,58.61,18.45,2009.58961187215,0.444580156387066
"LTER","LTER_MO",2009-08-04,6,28.6,58.68,18.03,2009.58961187215,0.448142259193243
"LTER","LTER_MO",2009-08-04,8,29.2,58.72,17.93,2009.58961187215,0.450177746511058
"LTER","LTER_MO",2009-08-04,12,31.9,59.6,16.73,2009.58961187215,0.494958467502998
"LTER","LTER_MO",2009-08-04,20,30,60.59,15.68,2009.58961187215,0.54533677861893
"LTER","LTER_MO",2009-08-04,22,30.3,59.92,14.7,2009.58961187215,0.511242366045521
"LTER","LTER_MO",2009-10-30,0,28.3,58.62,17.87,2009.82796803653,0.445089028216519
"LTER","LTER_MO",2009-10-30,0,29.2,58.15,17.91,2009.82796803653,0.421172052232188
"LTER","LTER_MO",2009-10-30,4,28.8,57.98,17.75,2009.82796803653,0.412521231131473
"LTER","LTER_MO",2009-10-30,20,29,57.94,17.93,2009.82796803653,0.410485743813657
"LTER","LTER_MO",2010-02-03,0,29.1,58.37,19.52,2010.09109589041,0.432367232480173
"LTER","LTER_MO",2010-02-03,0,29.7,58.35,19.56,2010.09109589041,0.431349488821266
"LTER","LTER_MO",2010-02-03,8,29.7,60.15,19.83,2010.09109589041,0.52294641812296
"LTER","LTER_MO",2010-02-03,20,58.7,111.07,31.5,2010.09109589041,3.114121773702
"LTER","LTER_MO",2010-04-12,0,34.5,65.25,19.1,2010.27728310502,0.782471051144427
"LTER","LTER_MO",2010-04-12,8,34.4,64.93,19.61,2010.27728310502,0.766187152601904
"LTER","LTER_MO",2010-04-12,8,34.1,65.14,19.25,2010.27728310502,0.776873461020434
"LTER","LTER_MO",2010-04-12,20,34.85,65.11,19.34,2010.27728310502,0.775346845532073
"LTER","LTER_MO",2010-08-04,0,26.5,54.95,16.8,2010.58961187215,0.258333066806954
"LTER","LTER_MO",2010-08-04,4,27.2,57.22,16.77,2010.58961187215,0.37384697209298
"LTER","LTER_MO",2010-08-04,6,26.8,55.48,16.82,2010.58961187215,0.285303273768008
"LTER","LTER_MO",2010-08-04,8,27.6,55.98,16.83,2010.58961187215,0.310746865240701
"LTER","LTER_MO",2010-08-04,12,31.2,63.83,16.84,2010.58961187215,0.710211251361979
"LTER","LTER_MO",2010-08-04,12,31.6,63.88,16.86,2010.58961187215,0.712755610509249
"LTER","LTER_MO",2010-08-04,16,31.7,64,16.4,2010.58961187215,0.718862072462695
"LTER","LTER_MO",2010-08-04,20,32.5,63.92,15.5,2010.58961187215,0.714791097827064
"LTER","LTER_MO",2010-11-02,0,26.1,54.56,17.18,2010.83618721461,0.238487065458254
"LTER","LTER_MO",2010-11-02,4,26.1,54.64,17.22,2010.83618721461,0.242558040093884
"LTER","LTER_MO",2010-11-02,4,25.9,54.53,17.2,2010.83618721461,0.236960449969892
"LTER","LTER_MO",2010-11-02,20,25.6,53.61,17.16,2010.83618721461,0.190144241660137
"LTER","LTER_MO",2011-01-26,0,28.5,57.84,18.3,2011.06917808219,0.405397025519119
"LTER","LTER_MO",2011-01-26,0,29,57.98,18.33,2011.06917808219,0.412521231131473
"LTER","LTER_MO",2011-01-26,8,29.6,56.38,17.8,2011.06917808219,0.331101738418856
"LTER","LTER_MO",2011-01-26,20,73.8,134.41,25.19,2011.06917808219,4.3018286236473
"LTER","LTER_MO",2011-05-17,0,31.4,64.52,18.63,2011.37317351598,0.745323407594295
"LTER","LTER_MO",2011-05-17,0,31.5,64.55,18.78,2011.37317351598,0.746850023082657
"LTER","LTER_MO",2011-05-17,8,31.9,64.34,18.67,2011.37317351598,0.736163714664126
"LTER","LTER_MO",2011-05-17,20,31.5,63.99,18.67,2011.37317351598,0.718353200633241
"LTER","LTER_MO",2011-08-09,0,31.69,63.72,17.73,2011.60331050228,0.704613661237987
"LTER","LTER_MO",2011-08-09,4,30.35,64.08,17.54,2011.60331050228,0.722933047098325
"LTER","LTER_MO",2011-08-09,6,29.99,63.9,17.73,2011.60331050228,0.713773354168156
"LTER","LTER_MO",2011-08-09,8,30.44,62.69,15.9,2011.60331050228,0.652199862804239
"LTER","LTER_MO",2011-08-09,12,31.36,63.94,9.73,2011.60331050228,0.715808841485971
"LTER","LTER_MO",2011-08-09,16,30.41,64.86,7.05,2011.60331050228,0.762625049795726
"LTER","LTER_MO",2011-08-09,16,31.37,63.92,7.1,2011.60331050228,0.714791097827064
"LTER","LTER_MO",2011-08-09,20,30.83,64.65,7.53,2011.60331050228,0.751938741377196
"LTER","LTER_MO",2011-11-01,0,NA,64.63,16.82,2011.83344748858,0.750920997718287
"LTER","LTER_MO",2011-11-01,4,NA,64.62,16.81,2011.83344748858,0.750412125888834
"LTER","LTER_MO",2011-11-01,20,NA,64.21,16.76,2011.83344748858,0.729548380881225
"LTER","LTER_MO",2011-11-01,20,NA,64.55,16.87,2011.83344748858,0.746850023082657
"LTER","LTER_MO",2012-04-18,0,NA,68.55,19.48,2012.29565118397,0.950398754864199
"LTER","LTER_MO",2012-04-18,0,33.88,68.18,19.52,2012.29565118397,0.931570497174407
"LTER","LTER_MO",2012-04-18,8,NA,68.62,19.34,2012.29565118397,0.953960857670377
"LTER","LTER_MO",2012-04-18,20,NA,68.14,19.54,2012.29565118397,0.929535009856591
"LTER","LTER_MO",2012-08-07,0,36.99,68.9,18.14,2012.5989298725,0.968209268895085
"LTER","LTER_MO",2012-08-07,4,37.07,68.81,18.24,2012.5989298725,0.96362942243
"LTER","LTER_MO",2012-08-07,6,36.92,68.95,18.09,2012.5989298725,0.970753628042354
"LTER","LTER_MO",2012-08-07,8,37.36,68.22,17.74,2012.5989298725,0.933605984492222
"LTER","LTER_MO",2012-08-07,12,35.92,67.47,8.61,2012.5989298725,0.895440597283183
"LTER","LTER_MO",2012-08-07,12,31.43,67.72,15.18,2012.5989298725,0.908162393019529
"LTER","LTER_MO",2012-08-07,16,36.28,67.44,5.62,2012.5989298725,0.893913981794821
"LTER","LTER_MO",2012-08-07,20,36.66,67.81,13.67,2012.5989298725,0.912742239484614
"LTER","LTER_MO",2012-11-01,0,29.83,67.52,16.74,2012.83390255009,0.897984956430452
"LTER","LTER_MO",2012-11-01,0,30.27,36.83,9.31,2012.83390255009,-0.663742688163435
"LTER","LTER_MO",2012-11-01,4,30.02,68.14,16.78,2012.83390255009,0.929535009856591
"LTER","LTER_MO",2012-11-01,20,30.19,69.7,17.15,2012.83390255009,1.00891901525139
"LTER","LTER_MO",2013-02-05,0,35.51,68.97,18.81,2013.09657534247,0.971771371701261
"LTER","LTER_MO",2013-02-05,8,35.63,68.75,18.78,2013.09657534247,0.960576191453277
"LTER","LTER_MO",2013-02-05,20,63.83,113.77,20.7,2013.09657534247,3.25151716765454
"LTER","LTER_MO",2013-02-05,20,64.6,113.92,20.7,2013.09657534247,3.25915024509635
"LTER","LTER_MO",2013-05-08,0,40.47,79.43,21.07,2013.34851598174,1.50405130531
"LTER","LTER_MO",2013-05-08,0,40.16,79.1,21.03,2013.34851598174,1.48725853493802
"LTER","LTER_MO",2013-05-08,8,40.9,79.87,20.31,2013.34851598174,1.52644166580597
"LTER","LTER_MO",2013-05-08,20,40.78,79.95,20.56,2013.34851598174,1.5305126404416
"LTER","LTER_MO",2013-08-06,0,30.98,65.13,18.49,2013.5950913242,0.77636458919098
"LTER","LTER_MO",2013-08-06,4,31.3,65.3,18.63,2013.5950913242,0.785015410291696
"LTER","LTER_MO",2013-08-06,6,31.62,65.96,18.53,2013.5950913242,0.81860095103565
"LTER","LTER_MO",2013-08-06,8,32.93,67.86,18.68,2013.5950913242,0.915286598631883
"LTER","LTER_MO",2013-08-06,8,32.89,67.77,18.62,2013.5950913242,0.910706752166799
"LTER","LTER_MO",2013-08-06,12,37.7,77.19,16.65,2013.5950913242,1.39006401551233
"LTER","LTER_MO",2013-08-06,16,37.75,77.8,13.5,2013.5950913242,1.42110519710902
"LTER","LTER_MO",2013-08-06,20,38,77.71,13.65,2013.5950913242,1.41652535064393
"LTER","LTER_MO",2013-08-06,22,38.13,78.13,13.45,2013.5950913242,1.43789796748099
"LTER","LTER_MO",2013-10-30,0,34.46,69.37,17.68,2013.82796803653,0.992126244879416
"LTER","LTER_MO",2013-10-30,4,34.59,68.82,17.56,2013.82796803653,0.964138294259453
"LTER","LTER_MO",2013-10-30,4,34.77,69.18,18.59,2013.82796803653,0.982457680119793
"LTER","LTER_MO",2013-10-30,20,33.37,66.66,18.55,2013.82796803653,0.85422197909742
