datetime,ssi_null,ssi_01,ssi_05,ssi_1,ssi_15,ssi_2,ssi_25,ssi_3,ssi_35,ssi_4,ssi_45,ssi_5,ssi_10,id
1995-01-24,3.36346217035203,3.61861062486507,1.19432414011713,0.744301760408002,0.289061527064685,-0.413335715224541,-0.169104771437796,-0.103270079186456,-0.46621703337204,-0.34038934854256,-0.668115949989743,-0.619838281147428,-0.837440914940162,mendota
1995-01-25,2.95497191476652,3.32824025986163,0.643460797916488,-0.196339702072317,-0.288365044034446,-0.785986190834949,-0.80922651414218,-0.788245224483428,-0.922768629839144,-0.951371092386291,-1.23229028645405,-1.22014054637653,-1.27286029559001,mendota
1995-01-26,2.6982995577466,2.9636829936496,0.171267015229144,-0.335109456756186,-0.405236210839093,-0.954989746371446,-0.625805222513707,-0.652079029167436,-1.19510491729181,-1.01450515524257,-1.48097312008104,-1.41967490175564,-1.56224161859878,mendota
1995-01-27,2.64505639501387,3.10937575427027,0.154130985644009,-0.602707634740769,-0.789819639958072,-1.34663944863958,-1.01428483457644,-0.561160972057333,-1.58084033003025,-1.13264974571454,-1.75023729844523,-1.61246959107803,-1.67790699770744,mendota
1995-01-28,3.08736140638603,3.29845552718302,0.0277152415508572,-0.851715131993935,-1.04263874195613,-1.32203407531974,-1.20747507821699,-0.919356316723578,-1.35295489601669,-1.43225882982114,-1.82604130630054,-1.69367725176605,-1.92369756894378,mendota
1995-01-29,2.61552482075855,2.67746288300653,-0.345696093742633,-0.883272719730559,-0.927774322051643,-1.31336614419599,-1.3551223928361,-1.18826806654841,-1.57975257149051,-1.69103926544248,-1.99404931432385,-1.80505194981142,-2.10536182998179,mendota
1995-01-30,2.42530447875783,2.75148508461889,-0.656572514924632,-1.21376631453015,-1.01177244259266,-1.5567651870061,-1.55702936834442,-1.33016192379652,-1.36290278487121,-1.88247048868798,-2.17872615264472,-1.90449684971049,-2.29811498273406,mendota
1995-01-31,2.42663281224624,2.5642109939812,-0.79645466760858,-1.21420046554721,-1.03453965117114,-1.50944377021156,-1.70214607277085,-1.55579489340952,-1.37245500967816,-1.67696653950279,-2.21371720957838,-2.23463612333535,-2.49758350200738,mendota
1995-02-01,2.56454020911687,2.63098697873823,-0.963840303825924,-1.51560299495517,-1.14834247983752,-1.49800425004368,-1.74637467181624,-1.681287545206,-1.27904773994052,-1.89720756699307,-2.43641608665627,-2.11390616069375,-2.66592049111579,mendota
1995-02-02,2.44397594553109,2.43907688965801,-0.998630671358017,-1.43188100433703,-1.43202455170404,-1.77710487425423,-1.99955644145618,-1.89949016612953,-1.54956119255097,-2.06882148267515,-2.53162086143285,-2.34279503550684,-2.82222994419863,mendota
1995-02-03,2.35006548870702,2.37484872860819,-1.04175704698328,-1.54246036988815,-1.53401229871897,-1.81925277935174,-2.02240326753215,-1.76452991093161,-1.80780633152053,-2.09904837223471,-2.68035533750704,-2.46627496248465,-2.94624436696153,mendota
1995-02-04,2.62705129759595,2.75582019639425,-0.832124501610602,-1.32624223699546,-1.44345802565851,-1.61160971882864,-1.8307557722809,-1.52561150915679,-1.41980081265699,-1.79479299348903,-2.34659977900939,-2.25859696118449,-2.68077460024348,mendota
1995-02-05,2.36572145345135,2.39552726007299,-1.11884065120197,-1.55160998740366,-1.61025589949214,-1.93582173964548,-2.08899609728851,-1.44481175440034,-1.87249593405842,-2.20951835480202,-2.65521242859551,-2.53478813100025,-3.00684578784641,mendota
1995-02-06,2.05085632070042,2.4806512347741,-1.6620077330742,-1.77919042533712,-2.06040122825367,-2.43362352517067,-2.56460166466863,-2.06253079444001,-2.35447185222779,-2.50071914364571,-2.97123217912126,-3.03887541361376,-3.51580753329232,mendota
1995-02-07,1.90749463939296,2.47997391835063,-1.79755687837754,-1.99351733543527,-2.29953482444994,-2.16739686058434,-2.82808545799035,-2.42097175773843,-2.55741974744729,-2.75615140058997,-3.27709122384661,-3.23420738091553,-3.57510021240777,mendota
1995-02-08,2.19480648068227,2.75745220080533,-1.65785748248836,-2.06948338030485,-2.24697634865055,-2.32889210293406,-2.83789213652093,-2.40396578275939,-2.62339366891058,-2.83337742991696,-3.27563722556959,-3.17817393624755,-3.63616852237979,mendota
1995-02-09,1.84310024646717,2.33771551321628,-1.63362442457692,-2.19224304843307,-2.4677046837898,-2.52276620177384,-3.1052283761157,-2.71897000263896,-2.94920021202518,-3.05507022953859,-3.53924494829118,-3.47653572910999,-3.89414804220834,mendota
1995-02-10,2.55098089738432,2.7333873980018,-1.1505267048498,-2.07831092505628,-2.29190868316992,-2.34480821209026,-2.87912174033348,-2.32152317972924,-2.6685064564771,-2.82986200748138,-3.29264219842552,-3.09160500982734,-3.57353673989929,mendota
